 "test_case_101": [
    {'id': 1, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '01:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 2, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '01:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 3, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '01:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 4, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '01:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 5, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '02:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 6, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '02:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 7, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '02:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 8, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '02:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 9, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '04:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 10, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '04:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 11, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '04:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 12, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '04:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 13, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '08:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 14, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '08:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 15, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '08:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 16, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '08:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 17, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '12:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 18, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '12:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 19, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '12:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 20, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '12:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 21, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '01:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 22, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '01:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 23, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '01:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 24, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '01:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 25, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '02:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 26, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '02:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 27, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '02:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 28, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '02:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 29, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '04:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 30, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '04:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 31, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '04:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 32, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '04:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 33, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '08:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 34, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '08:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 35, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '08:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 36, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '08:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 37, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '12:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 38, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '12:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 39, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '12:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 40, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '12:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
{'id': 41, 'TZ': 'Australia/Sydney', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '01:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 42, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '01:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 43, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '01:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 44, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '01:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 45, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '02:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 46, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '02:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 47, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '02:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 48, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '02:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 49, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '04:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 50, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '04:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 51, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '04:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 52, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '04:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 53, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '08:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 54, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '08:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 55, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '08:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 56, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '08:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 57, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '12:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 58, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '12:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 59, 'TZ': 'Asia/Kolkata', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '12:00:00', 'PP': 1, 'PR': 0, 'PT': 0},
    {'id': 60, 'TZ': 'America/Los_Angeles', 'T0': '08:00:00', 'TS': '22:00:00', 'DT': '12:00:00', 'PP': 1, 'PR': 0, 'PT': 0}
]
